filename,width,height,class,xmin,ymin,xmax,ymax
15663_jpg.rf.64ef181c9e6cee9f5c07a41fda694fbb.jpg,640,640,Rice,0,0,640,640
6092_jpg.rf.650373326e4030bba4640bb2070d5acc.jpg,693,693,steak,0,0,693,693
330183_jpg.rf.655059f9715428bd48c871217d937dac.jpg,661,661,eggplant with garlic sauce,0,0,661,661
143995_jpg.rf.65511b0fcba99e263f3716db19206f3e.jpg,661,661,lasagna,0,0,661,661
13009_jpg.rf.6514a08ed0217d6e8bb380ba02f3b52a.jpg,703,703,Toast,0,0,703,703
11143_jpg.rf.64c9990dc3a9e8f3d1b183c5a23fcf27.jpg,640,640,Fried Rice,0,0,640,640
152201_jpg.rf.6546e651887b34aff40f2badb993b98a.jpg,661,661,donut,0,0,661,661
2283_jpg.rf.655a26dca33caf131348568cdae4a834.jpg,640,640,ramen noodle,0,0,640,640
51747_jpg.rf.6556ff12fe3638080c502775a30b0367.jpg,713,713,lamb kebab,0,0,713,713
600_jpg.rf.6598a24fb8116fd4b172df49a5b6f999.jpg,703,703,Sushi,0,0,703,703
17114_jpg.rf.6551e040a5d1d49c13a02bbf7e7a7ce5.jpg,640,640,short cake,0,0,640,640
22_jpg.rf.6565e0c3279f2b4d5d3d2d1f89147318.jpg,693,693,cold tofu,0,0,693,693
1788_jpg.rf.65bc449ec516f9241feae7b96333621d.jpg,640,640,Pizza,0,0,640,640
112565_jpg.rf.658bff919d3b30751578815f4c147a70.jpg,640,640,donut,0,0,640,640
51878_jpg.rf.65a8cc7458d9053d7199e17bde619a1b.jpg,640,640,donut,0,0,640,640
15627_jpg.rf.6551e120a72301a2ee62db107fb78edc.jpg,661,661,Beef Curry,0,0,661,661
518_jpg.rf.659886e5a381c34f77b72dca7df50473.jpg,703,703,Beef Curry,0,0,703,703
2263_jpg.rf.657e61fa25da6e371382d25074622723.jpg,722,722,ramen noodle,0,0,722,722
14964_jpg.rf.65a02931e3fff69bd40463430238665a.jpg,640,640,hot dog,0,0,640,640
103669_jpg.rf.65a66d72d545f39c63b6d77bf98fed4e.jpg,640,640,nachos,0,0,640,640
15693_jpg.rf.65be707fb347efd592d0e56fdb79811f.jpg,741,741,Beef Curry,0,0,741,741
1707_jpg.rf.65b201f6a1f6aba00294e1e8a9af2913.jpg,640,640,Pizza,0,0,640,640
16615_jpg.rf.6574256d26a1cf2c72de7958f7195015.jpg,640,640,Rice,0,0,640,640
54_jpg.rf.65dfb965f0042065b6283d0346b5235f.jpg,640,640,Toast,0,0,640,640
97297_jpg.rf.655d92a23366db000d38df454fbcc84e.jpg,713,713,chicken nuggets,0,0,713,713
15262_jpg.rf.65db3977098aaaa01511caecba89739e.jpg,640,640,sandwich,0,0,640,640
132418_jpg.rf.6560f98b8357b85976649a33199da3cc.jpg,661,661,french bread,0,0,661,661
10423_jpg.rf.65da22811d88fa8678edbaa3a7f9cb99.jpg,640,640,waffle,0,0,640,640
2654_jpg.rf.659da8ed555bf4ed38712a1879c4bf63.jpg,722,722,spaghetti,0,0,722,722
1797_jpg.rf.65e440589f9e2bfe92bed53d199108de.jpg,732,732,sandwich,0,0,732,732
14673_jpg.rf.65ab7825f2c698c8d2bad54d50dd0654.jpg,640,640,ramen noodle,0,0,640,640
8515_jpg.rf.65c1af04d7efa784b15039c0ff3e8557.jpg,683,683,roast chicken,0,0,683,683
324_jpg.rf.65eb7a9b6234ba96ac8ba31103ebb94d.jpg,741,741,chicken-n-egg on rice,0,0,741,741
15639_jpg.rf.65ecd058b40e9074086ab5b789b65d92.jpg,640,640,Rice,3,0,640,640
13782_jpg.rf.65edc0c17c95cf3ac757006acaafe170.jpg,651,651,Rice,0,0,651,651
11228_jpg.rf.65efff5980b8b725a4fc332b8f0e9eee.jpg,732,732,Rice,0,0,732,732
14048_jpg.rf.65fdb28526cb0c1197ea660907018624.jpg,683,683,ramen noodle,0,0,683,683
339205_jpg.rf.6606911c72b7712d51131e13e2cf7538.jpg,713,713,eggplant with garlic sauce,0,0,713,713
107037_jpg.rf.660eeeced4eef198e36c46afefb0ef60.jpg,732,732,bagel,0,0,732,732
1743_jpg.rf.661cc0eebca76862bc483d8e13565cdb.jpg,640,640,Pizza,0,0,640,640
120000_jpg.rf.65f004bd865dee7a8ea832136632eaeb.jpg,732,732,popcorn,0,0,732,732
81222_jpg.rf.663988db2b64c77655fed99ed1001672.jpg,661,661,french bread,0,0,661,661
44263_jpg.rf.664875c702803d109161caf70e512d36.jpg,640,640,bagel,0,0,640,640
602_jpg.rf.6665c0e7acce36dde7cad197c5eebfd8.jpg,640,640,Sushi,0,0,640,640
13605_jpg.rf.662789659b7d49e84789f7f7cffbbf2e.jpg,651,651,ramen noodle,0,0,651,651
328188_jpg.rf.665366b0abca2e3ef9e0f88090abf754.jpg,640,640,eggplant with garlic sauce,0,0,640,640
1244_jpg.rf.665fa24bd08f7caca6efeeb37dcc065b.jpg,640,640,croissant,0,0,640,640
98037_jpg.rf.6649d299ac9ee17de3e0bca2da27f1cb.jpg,683,683,chicken nuggets,0,0,683,683
146988_jpg.rf.663b0e71fdca30c144b9cb285c461976.jpg,640,640,oatmeal,0,0,640,640
12961_jpg.rf.665e516de2db66358e29d0afc6c140ef.jpg,651,651,french fries,0,0,651,651
105796_jpg.rf.65f31c22e2d8394f7d8592a3a6eec90f.jpg,640,640,apple pie,0,0,640,640
1180_jpg.rf.65fa7da753fb7dc4084ed28bca266ebc.jpg,661,661,Toast,0,0,661,661
362_jpg.rf.6641f662512cefb30c178b600ddc9ee1.jpg,661,661,chicken-n-egg on rice,0,0,661,661
33736_jpg.rf.663427d71e423dcbdc1857cfe39a4026.jpg,640,640,short cake,0,0,640,640
605_jpg.rf.660d64dcbee77f77e427aa4904679745.jpg,713,713,Sushi,0,0,713,713
9186_jpg.rf.6618660a0765854d52d8c5ba492d88c6.jpg,640,640,Rice,0,0,640,640
144143_jpg.rf.663afd179c3c0ce3f8157476e78abc5f.jpg,640,640,lasagna,0,0,640,640
341_jpg.rf.667399b817d478c4f06d7e48b975805f.jpg,651,651,chicken-n-egg on rice,0,0,651,651
50218_jpg.rf.661c67962da4450a59877aac17568e9b.jpg,713,713,lamb kebab,0,0,713,713
1121_jpg.rf.666622d45254eeb7381f70d503533bdf.jpg,640,640,Toast,0,0,640,640
13725_jpg.rf.666b87234602c07c30833a2e282597c2.jpg,640,640,hot dog,0,0,640,640
13672_jpg.rf.6675bbbe3681f1f853a43cc207f777f5.jpg,640,640,Rice,0,0,640,640
11664_jpg.rf.6676c4b3cbb338f1256c572cd4c82567.jpg,661,661,ramen noodle,0,0,661,661
86207_jpg.rf.66670d625028de6aa640d022e48c0c66.jpg,640,640,bagel,0,0,640,640
6970_jpg.rf.6676f13d51b9aa1029798234a75b164e.jpg,693,693,Toast,0,0,693,693
33694_jpg.rf.66a5307e44887cfb1ab769872e3692d7.jpg,693,693,short cake,0,0,693,693
89604_jpg.rf.6692d7afc9f0c2d49e6acd844ed10ca3.jpg,651,651,bagel,0,0,651,651
16556_jpg.rf.66a8798e6d4fc08e4b35016c1a16cfc5.jpg,732,732,Rice,0,0,732,732
845_jpg.rf.668f0291b3f53a7193ef96414c78a821.jpg,640,640,Fried Rice,0,0,640,640
1766_jpg.rf.66964cbeddabd98f30840cb68abe42c9.jpg,640,640,Pizza,0,0,640,640
1200_jpg.rf.66ea310638561e4d3ae94f1400104557.jpg,713,713,croissant,0,0,713,713
11575_jpg.rf.66e90f4d5b8c9976d9e88fa3fdf8d7d9.jpg,722,722,Rice,0,0,722,722
679_jpg.rf.66c4e5da3919fac3b62a3485a884cf94.jpg,661,661,Rice,0,0,661,661
1613_jpg.rf.6692837d503c86d1598db9aacf44ca53.jpg,713,713,french fries,0,0,713,713
152164_jpg.rf.671dd3b6ac7bf9ff0a2045e5819b9fa0.jpg,640,640,donut,0,0,640,640
151145_jpg.rf.66c6ed58275a42d6c733e3ecd1836ee8.jpg,661,661,popcorn,0,0,661,661
45834_jpg.rf.6729b2ced087bb49f34b933a66273200.jpg,713,713,di san xian,0,0,713,713
134783_jpg.rf.66c13112561d1e7092cc6f4e3be0a0e5.jpg,672,672,di san xian,0,0,672,672
343_jpg.rf.67488d180a41c8acb3120438757a2e44.jpg,693,693,chicken-n-egg on rice,0,0,693,693
367_jpg.rf.668c90b767905d09e15717061ab61ebc.jpg,640,640,chicken-n-egg on rice,0,0,640,640
6168_jpg.rf.673cf9d1cfb00bea7fc142d8d0fb1f42.jpg,651,651,steak,0,0,651,651
9142_jpg.rf.66d049b063b858c0191a1c9dd1cd9df1.jpg,672,672,ramen noodle,0,0,672,672
2200_jpg.rf.66fd4d157e5dc072ed1b54dae1976022.jpg,732,732,ramen noodle,0,0,732,732
15949_jpg.rf.6725935f5d04552818d253c7d001c9d9.jpg,683,683,Beef Curry,0,0,683,683
14677_jpg.rf.66b5ad16fa1b994da295b8a21fc67e0e.jpg,640,640,Sushi,0,0,640,640
1836_jpg.rf.670ae1a2c28ce536e476d07f176366aa.jpg,640,640,sandwich,0,0,640,640
145960_jpg.rf.671f4333df20c6411b7e5daddc5ddcc2.jpg,640,640,oatmeal,0,0,640,640
76001_jpg.rf.66fe53a7beb6c9c63243a5bf13119d2e.jpg,722,722,waffle,0,0,722,722
13517_jpg.rf.66f9762b8521a7a61f4e5e516449dee3.jpg,640,640,hot dog,0,0,640,640
6143_jpg.rf.66f221d116f5ef5e21847c6a6da05de4.jpg,732,732,steak,0,0,732,732
92588_jpg.rf.6724858e4a440c5318f7d93e6b84c6b8.jpg,683,683,scrambled egg,0,0,683,683
2603_jpg.rf.676529f78540ea221852cf2d863bc071.jpg,693,693,spaghetti,0,0,693,693
100807_jpg.rf.674c238f2d165fb275aba32a796de0f8.jpg,693,693,oatmeal,0,0,693,693
6170_jpg.rf.6768d53066de25ffd552a6be8f6428f7.jpg,732,732,steak,0,0,732,732
338078_jpg.rf.674b1458dbc4b3c01ecaae55a9595682.jpg,693,693,hot - sour soup,0,0,693,693
112486_jpg.rf.677aa4cdd25437629beafa263d7f019a.jpg,640,640,donut,0,0,640,640
32582_jpg.rf.678773c0981fe4c5cf426f6e857371dd.jpg,640,640,apple pie,0,0,640,640
45991_jpg.rf.67a35eb1b305d9843456ee94e6769b35.jpg,651,651,di san xian,0,0,651,651
11961_jpg.rf.67be6e0f5de820859db98ee4a2ce70c6.jpg,640,640,chicken nuggets,0,0,640,640
97845_jpg.rf.67cc5e0c0132b9cb250553ee3c26d0bc.jpg,741,741,chicken nuggets,0,0,741,741
893_jpg.rf.6772513d70dff40138f094c99fb66054.jpg,640,640,Fried Rice,0,0,640,640
336_jpg.rf.67a7d6cfee6b8c6259f85eaea57253e9.jpg,672,672,chicken-n-egg on rice,0,0,672,672
15129_jpg.rf.67b2c722089d61e33c91e4a5060b629d.jpg,713,713,Beef Curry,0,0,713,713
9174_jpg.rf.67dfdfa545770f9f25d96626e5dee764.jpg,640,640,croissant,0,0,640,640
6162_jpg.rf.67e01a381e62824dd3596d76717d8bcb.jpg,640,640,steak,0,0,640,640
98646_jpg.rf.67efce44edf592cade6570c741053e70.jpg,640,640,lasagna,0,0,640,640
109854_jpg.rf.67f9268767632bea660346625d0bdfb2.jpg,661,661,donut,0,0,661,661
